customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges,no_phone_service,internetservice_none
0256-LTHVJ,yes,female,0,1,1,28,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 81.05, ""total"": ""2227.1""}",0,0
0257-KXZGU,no,female,0,1,1,32,1,1,dsl,0,1,1,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 62.45, ""total"": ""2045.55""}",0,0
0257-ZESQC,yes,female,1,1,0,27,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 75.2, ""total"": ""1929.35""}",0,0
0258-NOKBL,no,male,0,0,0,3,1,0,fiber_optic,0,1,1,0,0,1,month-to-month,0,electronic check,"{""monthly"": 90.4, ""total"": ""268.45""}",0,0
0259-GBZSH,yes,male,0,0,0,2,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 85.65, ""total"": ""181.5""}",0,0
0260-ZDLGK,yes,female,0,0,1,9,1,0,dsl,0,0,1,1,1,1,month-to-month,1,mailed check,"{""monthly"": 72.9, ""total"": ""651.4""}",0,0
0263-FJTQO,no,male,0,1,1,50,1,1,dsl,1,0,0,1,1,0,two year,1,credit card (automatic),"{""monthly"": 70.5, ""total"": ""3486.65""}",0,0
0264-CNITK,no,female,0,1,1,71,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 20.1, ""total"": ""1389.6""}",0,1
0265-EDXBD,yes,male,1,1,0,32,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.9, ""total"": ""2303.35""}",0,0
0265-PSUAE,no,female,0,1,1,16,1,0,fiber_optic,1,0,1,0,1,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 100.7, ""total"": ""1522.7""}",0,0
0266-CLZKZ,no,female,0,1,1,67,1,1,fiber_optic,0,0,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 105.65, ""total"": ""6717.9""}",0,0
0266-GMEAO,no,male,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 114.3, ""total"": ""8058.55""}",0,0
0268-QKIWO,yes,female,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.75, ""total"": ""58.85""}",0,1
0269-XFESX,no,male,0,1,1,23,1,1,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 24.35, ""total"": ""538.5""}",0,1
0270-THENM,no,male,0,1,1,72,1,1,dsl,1,1,1,1,0,0,two year,0,bank transfer (automatic),"{""monthly"": 69.85, ""total"": ""5102.35""}",0,0
0274-JKUJR,no,male,0,1,1,7,0,0,dsl,1,1,1,0,1,1,month-to-month,0,mailed check,"{""monthly"": 58.85, ""total"": ""465.7""}",1,0
0274-VVQOQ,nan,male,1,1,0,65,1,1,fiber_optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 103.15, ""total"": ""6792.45""}",0,0
0277-BKSQP,no,male,0,1,1,8,1,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 54.4, ""total"": ""475.1""}",0,0
0277-ORXQS,no,male,0,1,1,66,0,0,dsl,0,0,0,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 50.55, ""total"": ""3364.55""}",1,0
0278-YXOOG,yes,male,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 21.05, ""total"": ""113.85""}",0,1
0280-XJGEX,yes,male,0,0,0,49,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 103.7, ""total"": ""5036.3""}",0,0
0281-CNTZX,no,male,0,1,0,63,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 19.95, ""total"": ""1234.8""}",0,1
0282-NVSJS,no,female,1,1,1,12,0,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,"{""monthly"": 29.3, ""total"": ""355.9""}",1,0
0285-INHLN,no,male,0,1,1,27,1,0,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 54.75, ""total"": ""1510.3""}",0,0
0289-IVARM,no,female,0,0,0,35,1,0,dsl,1,1,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 60.55, ""total"": ""1982.6""}",0,0
0292-WEGCH,no,female,0,1,1,54,1,1,dsl,0,1,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 86.2, ""total"": ""4524.05""}",0,0
0295-PPHDO,yes,male,0,0,0,1,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 95.45, ""total"": ""95.45""}",0,0
0295-QVKPB,no,male,0,0,0,5,1,0,dsl,0,0,1,1,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 63.95, ""total"": ""318.1""}",0,0
0297-RBCSG,no,male,0,0,0,19,1,0,dsl,0,1,0,1,0,1,one year,1,bank transfer (automatic),"{""monthly"": 65.35, ""total"": ""1231.85""}",0,0
0298-XACET,no,male,0,1,1,52,0,0,dsl,0,1,1,1,1,0,two year,0,mailed check,"{""monthly"": 50.2, ""total"": ""2554""}",1,0
0301-FIDRB,no,female,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 63.8, ""total"": ""4684.3""}",1,0
0301-KOBTQ,no,male,0,0,0,32,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 20.05, ""total"": ""614.45""}",0,1
0302-JOIVN,yes,female,0,1,0,8,1,0,fiber_optic,0,1,1,0,1,1,month-to-month,0,electronic check,"{""monthly"": 101.15, ""total"": ""842.9""}",0,0
0303-UNCIP,no,male,0,0,0,41,1,1,dsl,0,0,1,0,0,1,one year,0,mailed check,"{""monthly"": 65.0, ""total"": ""2531.8""}",0,0
0303-WMMRN,no,male,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 19.25, ""total"": ""86.05""}",0,1
0305-SQECB,no,female,0,0,1,11,0,0,dsl,1,0,0,1,0,0,one year,1,mailed check,"{""monthly"": 36.05, ""total"": ""402.6""}",1,0
0306-JAELE,yes,male,0,0,0,5,1,0,fiber_optic,0,0,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 96.1, ""total"": ""453.4""}",0,0
0307-BCOPK,no,female,0,0,0,16,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 19.05, ""total"": ""326.65""}",0,1
0308-GIQJT,no,male,1,0,0,71,1,1,fiber_optic,0,1,0,1,1,1,one year,0,bank transfer (automatic),"{""monthly"": 105.75, ""total"": ""7382.85""}",0,0
0308-IVGOK,no,female,0,0,0,11,0,0,dsl,0,1,1,1,0,0,one year,1,credit card (automatic),"{""monthly"": 40.4, ""total"": ""422.6""}",1,0
0310-MVLET,yes,female,0,1,1,61,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 99.15, ""total"": ""6010.05""}",0,0
0310-SUCIN,no,female,0,1,0,71,1,0,dsl,1,1,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 84.8, ""total"": ""6046.1""}",0,0
0310-VQXAM,no,male,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.85, ""total"": ""178.8""}",0,1
0311-QYWSS,no,female,0,0,0,6,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 49.45, ""total"": ""314.6""}",0,0
0311-UNPFF,yes,female,0,0,0,26,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 88.8, ""total"": ""2274.35""}",0,0
0314-TKOSI,no,female,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 55.15, ""total"": ""322.9""}",0,0
0315-LVCRK,no,male,0,0,0,11,1,0,fiber_optic,0,0,1,0,0,1,month-to-month,0,electronic check,"{""monthly"": 84.8, ""total"": ""888.75""}",0,0
0318-QUUOB,yes,male,0,1,0,1,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 80.55, ""total"": ""80.55""}",0,0
0318-ZOPWS,no,female,0,1,0,49,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 20.15, ""total"": ""973.35""}",0,1
0319-QZTCO,no,female,0,1,1,3,1,0,dsl,0,1,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 58.7, ""total"": ""168.6""}",0,0
0320-DWVTU,no,female,0,0,0,53,1,0,fiber_optic,1,1,1,1,0,1,two year,0,mailed check,"{""monthly"": 99.5, ""total"": ""5424.25""}",0,0
0320-JDNQG,yes,male,0,1,1,23,1,0,fiber_optic,1,0,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 99.85, ""total"": ""2331.3""}",0,0
0322-CHQRU,yes,male,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 45.35, ""total"": ""89.5""}",0,0
0322-YINQP,yes,male,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 48.55, ""total"": ""48.55""}",0,0
0323-XWWTN,no,male,0,0,1,3,1,1,no,0,0,0,0,0,0,two year,1,mailed check,"{""monthly"": 26.4, ""total"": ""121.25""}",0,1
0324-BRPCJ,yes,female,1,1,0,68,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 100.2, ""total"": ""6851.65""}",0,0
0325-XBFAC,yes,male,0,0,0,8,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 94.7, ""total"": ""740.3""}",0,0
0326-VDYXE,no,female,0,1,0,70,1,1,fiber_optic,0,0,1,0,1,1,one year,1,electronic check,"{""monthly"": 97.65, ""total"": ""6982.5""}",0,0
0327-WFZSY,no,male,0,1,1,39,1,1,fiber_optic,0,0,1,0,1,1,one year,0,electronic check,"{""monthly"": 100.0, ""total"": ""3835.55""}",0,0
0328-GRPMV,yes,female,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 70.1, ""total"": ""70.1""}",0,0
0328-IBUPK,nan,female,0,1,1,51,0,0,dsl,1,0,0,1,0,0,two year,0,bank transfer (automatic),"{""monthly"": 34.2, ""total"": ""1782""}",1,0
0329-GTIAJ,yes,female,0,0,0,3,1,0,fiber_optic,0,1,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 97.9, ""total"": ""315.3""}",0,0
0330-BGYZE,no,male,0,1,0,60,1,1,fiber_optic,0,1,1,0,1,1,one year,0,bank transfer (automatic),"{""monthly"": 102.5, ""total"": ""6157.6""}",0,0
0330-IVZHA,yes,female,0,1,0,5,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 69.95, ""total"": ""330.15""}",0,0
0334-GDDSO,yes,male,1,0,0,3,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 81.35, ""total"": ""233.7""}",0,0
0334-ZFJSR,no,female,0,1,0,55,1,1,dsl,1,1,0,1,0,0,one year,1,credit card (automatic),"{""monthly"": 66.05, ""total"": ""3462.1""}",0,0
0336-KXKFK,no,male,0,0,0,72,0,0,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 61.2, ""total"": ""4390.25""}",1,0
0336-PIKEI,no,male,1,1,0,72,1,0,dsl,1,1,1,1,1,0,two year,0,bank transfer (automatic),"{""monthly"": 74.4, ""total"": ""5360.75""}",0,0
0337-CNPZE,yes,female,0,0,0,41,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 106.3, ""total"": ""4443.45""}",0,0
0343-QLUZP,no,male,0,0,0,60,0,0,dsl,1,1,1,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 39.6, ""total"": ""2424.5""}",1,0
0345-HKJVM,yes,female,0,0,0,6,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,electronic check,"{""monthly"": 89.3, ""total"": ""577.6""}",0,0
0345-XMMUG,no,female,0,1,0,46,1,1,fiber_optic,0,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 108.9, ""total"": ""4854.3""}",0,0
0347-UBKUZ,no,female,0,0,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.9, ""total"": ""320.45""}",0,1
0348-SDKOL,yes,female,0,1,0,58,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 102.1, ""total"": ""5885.4""}",0,0
0354-VXMJC,no,male,0,1,1,23,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 19.6, ""total"": ""426.65""}",0,1
0354-WYROK,yes,female,1,1,1,31,1,0,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 98.9, ""total"": ""2911.3""}",0,0
0356-ERHVT,no,male,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 45.9, ""total"": ""521.9""}",0,0
0356-OBMAC,no,female,1,0,0,56,1,1,fiber_optic,0,1,1,1,1,0,two year,1,bank transfer (automatic),"{""monthly"": 99.9, ""total"": ""5706.3""}",0,0
0357-NVCRI,no,female,0,0,1,25,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 20.05, ""total"": ""471.7""}",0,1
0361-HJRDX,no,female,0,0,0,68,0,0,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 64.35, ""total"": ""4539.6""}",1,0
0362-RAOQO,no,female,0,0,0,40,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 19.65, ""total"": ""830.25""}",0,1
0362-ZBZWJ,yes,male,0,0,0,36,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 84.9, ""total"": ""3067.2""}",0,0
0363-QJVFX,yes,male,0,0,0,32,1,1,fiber_optic,1,1,0,1,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 108.15, ""total"": ""3432.9""}",0,0
0363-SVHYR,no,male,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 86.85, ""total"": ""6263.8""}",0,0
0365-BZUWY,no,male,0,1,0,17,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 102.55, ""total"": ""1742.5""}",0,0
0365-GXEZS,no,male,0,1,0,18,1,0,fiber_optic,0,0,1,1,0,0,month-to-month,0,electronic check,"{""monthly"": 78.2, ""total"": ""1468.75""}",0,0
0365-TRTPY,no,female,0,0,0,37,1,1,fiber_optic,1,1,1,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 91.2, ""total"": ""3382.3""}",0,0
0366-NQSHS,no,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.35, ""total"": ""46.35""}",0,1
0369-ZGOVK,no,female,0,1,1,28,1,0,fiber_optic,0,0,0,0,0,0,one year,1,bank transfer (automatic),"{""monthly"": 70.4, ""total"": ""1992.2""}",0,0
0373-AIVNJ,no,male,0,0,0,9,0,0,dsl,1,1,1,0,0,0,one year,0,mailed check,"{""monthly"": 39.55, ""total"": ""373""}",1,0
0374-AACSZ,no,female,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 50.15, ""total"": ""50.15""}",0,0
0374-FIUCA,no,male,0,1,0,65,1,0,no,0,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 20.4, ""total"": ""1414.45""}",0,1
0374-IOEGQ,no,female,0,0,0,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 44.6, ""total"": ""122.7""}",0,0
0375-HVGXO,yes,female,0,0,0,1,0,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 34.7, ""total"": ""34.7""}",1,0
0376-OIWME,no,male,0,1,0,36,1,0,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 93.6, ""total"": ""3366.05""}",0,0
0376-YMCJC,yes,male,0,0,0,23,1,1,fiber_optic,0,0,0,1,1,0,month-to-month,1,electronic check,"{""monthly"": 90.6, ""total"": ""1943.2""}",0,0
0377-JBKKT,no,male,0,1,1,22,1,0,dsl,1,1,0,1,0,0,month-to-month,1,mailed check,"{""monthly"": 57.95, ""total"": ""1271.8""}",0,0
0378-CJKPV,no,female,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 112.1, ""total"": ""7965.95""}",0,0
0378-NHQXU,yes,female,0,1,1,17,1,1,fiber_optic,0,0,1,0,1,0,month-to-month,0,electronic check,"{""monthly"": 88.25, ""total"": ""1460.65""}",0,0
0378-TOVMS,yes,female,0,0,0,3,1,0,fiber_optic,0,0,0,1,0,1,month-to-month,0,electronic check,"{""monthly"": 85.8, ""total"": ""272.2""}",0,0
0378-XSZPU,yes,male,0,1,0,58,1,0,dsl,1,1,1,0,0,0,one year,0,credit card (automatic),"{""monthly"": 60.3, ""total"": ""3563.8""}",0,0
0379-DJQHR,no,male,0,1,1,67,1,0,dsl,1,1,1,0,1,1,two year,0,credit card (automatic),"{""monthly"": 81.35, ""total"": ""5398.6""}",0,0
0380-NEAVX,no,male,1,0,0,34,1,0,fiber_optic,0,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 99.85, ""total"": ""3343.15""}",0,0
0380-ZCSBI,no,male,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 20.0, ""total"": ""198.7""}",0,1
0383-CLDDA,no,female,0,0,0,69,1,1,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 85.35, ""total"": ""5897.4""}",0,0
0384-LPITE,no,male,0,0,0,40,0,0,dsl,1,1,1,0,1,1,one year,0,credit card (automatic),"{""monthly"": 62.05, ""total"": ""2511.55""}",1,0
0384-RVBPI,no,male,0,0,0,20,1,0,dsl,1,0,1,0,0,1,month-to-month,0,credit card (automatic),"{""monthly"": 64.4, ""total"": ""1398.6""}",0,0
0386-CWRGM,no,female,0,1,1,46,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.4, ""total"": ""967.85""}",0,1
0388-EOPEX,yes,female,0,1,0,2,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.4, ""total"": ""139.4""}",0,0
0390-DCFDQ,yes,female,1,1,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 70.45, ""total"": ""70.45""}",0,0
0392-BZIUW,no,female,0,1,0,72,1,1,fiber_optic,1,0,1,0,1,1,two year,1,credit card (automatic),"{""monthly"": 105.0, ""total"": ""7589.8""}",0,0
0394-YONDK,no,male,0,1,1,70,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 25.15, ""total"": ""1790.15""}",0,1
0396-HUJBP,no,female,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.3, ""total"": ""44.4""}",0,1
0396-UKGAI,no,male,0,0,1,23,1,0,dsl,0,1,0,1,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 55.3, ""total"": ""1284.2""}",0,0
0396-YCHWO,no,male,0,1,0,36,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 95.4, ""total"": ""3474.2""}",0,0
0397-GZBBC,yes,male,1,1,0,59,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 93.85, ""total"": ""5574.75""}",0,0
0397-ZXWQF,no,male,0,0,0,67,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 20.5, ""total"": ""1430.95""}",0,1
0401-WDBXM,no,male,0,1,1,72,1,1,fiber_optic,1,0,1,0,1,1,two year,1,bank transfer (automatic),"{""monthly"": 105.55, ""total"": ""7542.25""}",0,0
0402-CQAJN,yes,female,0,0,0,37,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 101.9, ""total"": ""3545.35""}",0,0
0402-OAMEN,no,female,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 24.45, ""total"": ""1709.1""}",0,1
0404-AHASP,no,male,0,1,0,72,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 19.7, ""total"": ""1421.9""}",0,1
0404-SWRVG,yes,male,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.4, ""total"": ""229.55""}",0,0
0406-BPDVR,yes,female,1,1,0,54,1,1,fiber_optic,0,1,0,0,1,1,one year,1,credit card (automatic),"{""monthly"": 101.5, ""total"": ""5373.1""}",0,0
0407-BDJKB,yes,male,0,1,0,60,1,1,fiber_optic,0,1,1,0,1,0,month-to-month,1,electronic check,"{""monthly"": 95.75, ""total"": ""5742.9""}",0,0
0409-WTMPL,no,female,0,1,0,58,1,1,fiber_optic,1,1,1,0,1,1,one year,1,credit card (automatic),"{""monthly"": 110.65, ""total"": ""6526.65""}",0,0
0410-IPFTY,no,female,0,1,0,31,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 83.85, ""total"": ""2674.15""}",0,0
0411-EZJZE,no,female,0,0,0,3,1,1,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 60.25, ""total"": ""170.5""}",0,0
0412-UCCNP,no,male,0,0,0,55,1,0,dsl,1,0,1,1,0,0,two year,1,electronic check,"{""monthly"": 59.2, ""total"": ""3175.85""}",0,0
0415-MOSGF,yes,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 44.4, ""total"": ""44.4""}",0,0
0419-YAAPX,no,male,0,1,0,49,1,0,fiber_optic,0,1,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 85.3, ""total"": ""4297.95""}",0,0
0420-BWTPW,yes,male,0,0,1,8,0,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 25.5, ""total"": ""215.2""}",1,0
0420-HLGXF,no,female,1,0,0,39,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 99.75, ""total"": ""4036""}",0,0
0420-TXVSG,no,male,0,1,0,66,1,1,dsl,1,1,1,0,0,0,two year,1,credit card (automatic),"{""monthly"": 66.1, ""total"": ""4428.45""}",0,0
0422-OHQHQ,no,female,0,1,1,15,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.55, ""total"": ""295.95""}",0,1
0422-UXFAP,no,female,0,1,0,51,1,1,fiber_optic,0,0,1,0,1,1,one year,1,electronic check,"{""monthly"": 98.85, ""total"": ""4947.55""}",0,0
0423-UDIJQ,no,male,1,0,0,9,1,0,dsl,0,0,0,1,0,0,month-to-month,0,mailed check,"{""monthly"": 49.2, ""total"": ""447.9""}",0,0
0426-TIRNE,yes,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.9, ""total"": ""20.9""}",0,1
0428-AXXLJ,no,male,0,0,0,25,1,0,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),"{""monthly"": 19.5, ""total"": ""516.3""}",0,1
0428-IKYCP,no,male,0,1,0,22,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 87.0, ""total"": ""1850.65""}",0,0
0430-IHCDJ,no,male,0,0,0,15,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 49.0, ""total"": ""749.25""}",0,0
0431-APWVY,yes,female,0,1,1,28,1,0,fiber_optic,0,0,0,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 90.1, ""total"": ""2598.95""}",0,0
0432-CAJZV,no,male,0,0,0,3,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,mailed check,"{""monthly"": 90.7, ""total"": ""237.65""}",0,0
0434-CSFON,no,female,0,1,0,47,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 100.5, ""total"": ""4707.1""}",0,0
0436-TWFFZ,no,female,0,0,0,67,1,1,dsl,1,0,1,1,1,1,two year,1,mailed check,"{""monthly"": 85.25, ""total"": ""5714.2""}",0,0
0439-IFYUN,no,female,1,0,0,18,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.7, ""total"": ""1294.6""}",0,0
0440-EKDCF,no,male,0,1,0,62,1,0,dsl,0,1,1,1,0,0,two year,1,credit card (automatic),"{""monthly"": 60.15, ""total"": ""3753.2""}",0,0
0440-MOGPM,no,female,0,0,0,41,1,1,dsl,0,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 80.55, ""total"": ""3263.9""}",0,0
0440-QEXBZ,no,female,0,0,0,44,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 50.15, ""total"": ""2139.1""}",0,0
0440-UEDAI,no,female,0,0,0,53,1,0,fiber_optic,0,1,1,1,0,1,one year,1,credit card (automatic),"{""monthly"": 94.45, ""total"": ""5042.75""}",0,0
0442-TDYUO,no,male,0,1,0,48,1,0,no,0,0,0,0,0,0,two year,1,mailed check,"{""monthly"": 20.05, ""total"": ""1036""}",0,1
0442-ZXKVS,no,female,1,1,0,54,1,1,fiber_optic,1,1,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 115.6, ""total"": ""6431.05""}",0,0
0447-BEMNG,yes,female,0,1,0,48,0,0,dsl,1,0,1,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 45.3, ""total"": ""2145""}",1,0
0447-RXSGD,no,male,0,0,0,24,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 99.65, ""total"": ""2404.85""}",0,0
0448-YZNZE,nan,male,1,1,0,27,1,1,fiber_optic,0,1,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 95.55, ""total"": ""2510.2""}",0,0
0454-OKRCT,no,male,0,0,0,33,1,0,fiber_optic,0,1,0,1,0,0,two year,0,bank transfer (automatic),"{""monthly"": 80.6, ""total"": ""2651.1""}",0,0
0455-ENTCR,no,male,0,1,0,66,1,1,dsl,1,1,0,1,1,1,two year,0,electronic check,"{""monthly"": 85.25, ""total"": ""5538.35""}",0,0
0455-XFASS,no,female,0,1,1,3,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.55, ""total"": ""200.2""}",0,0
0458-HEUZG,no,female,0,0,0,13,0,0,dsl,0,0,1,1,0,0,two year,0,mailed check,"{""monthly"": 35.4, ""total"": ""450.4""}",1,0
0459-SPZHJ,no,male,0,1,1,63,1,1,dsl,1,1,1,0,1,1,two year,0,credit card (automatic),"{""monthly"": 83.5, ""total"": ""5435""}",0,0
0461-CVKMU,yes,female,0,1,1,23,1,0,fiber_optic,0,1,1,1,0,0,month-to-month,0,electronic check,"{""monthly"": 83.8, ""total"": ""1900.25""}",0,0
